h0,h1,h2
0.0159266982,0.0867911875,-0.0125761498
-0.192719579,0.0151037937,-0.0615259074
0.0720959902,-0.237204388,-0.0203410182
-0.162886903,0.238900781,-0.0879243016
0.0698169619,-0.110116623,-0.0387840457
-0.158169806,0.120297201,-0.0280755665
0.0493910462,-0.0528961755,-0.112447329
0.244280219,-0.088196665,-0.0551909655
0.243594125,0.10368678,-0.0356669687
0.0638125837,0.119657911,-0.0540678203
0.279542953,-0.16628024,0.00630313018
-0.00731796352,0.167298585,-0.0455011241
-0.0684181228,0.167506143,-0.0301407594
-0.103458032,-0.0838959292,-0.122349299
0.0792240873,0.0276335962,-0.0782283247
-0.0821680129,0.0259031802,-0.174993426
0.0733775273,-0.0852199644,-0.0266580656
0.0896072835,0.0454756916,0.0317606442
-0.0401141457,0.203489676,-0.0915211365
-0.281284451,0.166348323,-0.0990080684
-0.11174386,-0.125189349,-0.128238186
0.058420144,0.145510048,0.00468661916
0.118077479,-0.15103747,-0.106981233
-0.0492514893,0.0702518523,0.00148566708
-0.0473162085,-0.0932264552,-0.0508116223
-0.0799381286,0.0317220688,-0.00589140411
0.0923806429,0.0475873277,-0.152432069
0.194858178,-0.102362499,-0.147287995
0.0335624255,0.0178209525,-0.113495886
-0.0186370052,-0.034273617,-0.0539580323
-0.0987464935,-0.00406178832,-0.106925622
0.0502732806,-0.0387277976,-0.133207932
-0.0881019682,0.0125792474,-0.132303789
0.135096505,0.0845760629,-0.107701801
-0.0507004969,-0.0988955423,-0.0570620075
0.0359376147,-0.0112200547,0.0213243552
0.0233527496,0.00533443084,0.015456168
0.0860567242,-0.0283928588,0.0176678803
-0.0320810378,0.0160481185,-0.0740397051
0.0144580957,-0.0146900127,-0.0285685696
0.0691181347,-0.0186817106,0.0224140771
0.12111678,0.125746772,-0.0877020955
0.0463247299,-0.0259268284,-0.140763462
-0.0480712093,-0.0535197295,-0.0623335987
-0.148252875,0.0555590019,-0.0750463754
0.105722673,-0.174556822,-0.0877703577
0.08008717,0.023581231,0.016359631
0.106191136,-0.0725128129,-0.131398678
0.034460485,0.0677055866,-0.0465883017
-0.095235914,-0.126460612,-0.0443241186
0.0610640384,-0.181410447,-0.130988553
0.0928460062,0.0998635218,-0.0493956245
0.0112938397,0.0740702525,-0.13371174
0.0476926528,-0.244570002,-0.107726246
-0.0591604672,0.0121165095,-0.11581029
0.132799208,-0.122513875,0.0878251493
0.0102733113,-0.047951106,-0.122640133
-0.0315206498,0.101182699,-0.0161167551
-0.0718063563,0.0840923786,-0.155843407
-0.00741084898,-0.168684408,-0.0648645833
0.0353788435,0.0184877608,-0.118668362
0.0567831881,-0.206120253,-0.170129836
0.0078898631,0.0305895861,-0.0150063019
-0.019774504,0.0487601161,-0.114496514
0.146199897,-0.177057728,0.0500426032
0.325835377,-0.0843139887,0.0225734841
0.0837289095,0.30439958,-0.148072094
0.0488971137,0.135866791,-0.216500849
-0.272835463,0.196543306,-0.0662830994
-0.182855427,-0.0663737133,-0.014006136
0.185500875,0.0445076451,-0.0346227139
0.0763277262,-0.00808550697,-0.0309302565
-0.0642469376,-0.0574385226,-0.142202869
-0.0129877822,0.0134610301,-0.0441750996
